Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Price,2600,Gen,N64,NES,PS,SAT,SCD,SNES,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Price_bin_custom_range,Price_bin_custom_label
1995,0,0,50000,0,50000,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(20, 40]",3
1994,0,0,120000,0,120000,27,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1995,0,0,30000,0,30000,38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1995,0,0,300000,0,300000,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1994,0,0,120000,0,120000,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1994,0,0,90000,0,90000,51,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1995,0,0,100000,0,100000,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1994,0,0,550000,0,550000,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1995,0,0,140000,0,140000,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1994,0,0,300000,0,300000,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1994,0,0,180000,0,180000,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1996,0,0,620000,0,620000,38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1995,0,0,400000,0,400000,26,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1994,0,0,250000,0,250000,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1994,0,0,40000,0,40000,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1994,0,0,50000,0,50000,124,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1995,0,0,190000,0,190000,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1995,0,0,70000,0,70000,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1995,0,0,120000,0,120000,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1995,0,0,340000,0,340000,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1996,0,0,130000,0,130000,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1994,0,0,60000,0,60000,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1996,0,0,430000,0,430000,69,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1995,0,0,340000,0,340000,102,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1995,0,0,370000,0,370000,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1995,0,0,310000,0,310000,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
1994,0,0,20000,0,20000,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1994,0,0,60000,0,60000,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1995,210000,160000,770000,20000,1160000,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1996,0,0,110000,0,110000,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1994,0,0,280000,0,280000,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1995,0,0,320000,0,320000,76,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1996,0,0,350000,0,350000,51,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1994,0,0,80000,0,80000,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1996,0,0,300000,0,300000,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1994,170000,120000,770000,20000,1070000,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1995,340000,260000,1300000,30000,1930000,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1995,0,0,230000,0,230000,36,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1995,0,0,110000,0,110000,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1994,0,0,200000,0,200000,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1996,0,0,110000,0,110000,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1994,0,0,40000,0,40000,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1994,0,0,60000,0,60000,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1995,0,0,210000,0,210000,79,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1994,0,0,70000,0,70000,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1993,1000000,360000,90000,50000,1500000,71,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1994,4360000,1710000,3000000,230000,9300000,62,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1995,2100000,740000,2200000,110000,5150000,62,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1996,1170000,500000,1750000,80000,3510000,76,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1990,1370000,510000,890000,70000,2850000,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1992,0,0,390000,0,390000,37,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1993,0,0,450000,0,450000,36,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1994,0,0,560000,0,560000,77,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1990,670000,170000,690000,30000,1560000,66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1993,0,0,130000,0,130000,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"(80, 140]",5
1991,0,0,70000,0,70000,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1995,2260000,720000,120000,100000,3200000,44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1994,0,0,590000,0,590000,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1991,0,0,50000,0,50000,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"(20, 40]",3
1993,0,0,90000,0,90000,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
1992,1430000,540000,710000,70000,2750000,94,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"(80, 140]",5
1993,570000,80000,500000,10000,1160000,133,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1994,1190000,290000,0,50000,1530000,52,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1993,1480000,390000,0,60000,1930000,51,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1994,1190000,160000,0,30000,1390000,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1995,870000,120000,0,20000,1010000,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1990,460000,170000,480000,20000,1140000,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1993,0,0,10000,0,10000,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"(80, 140]",5
1991,0,0,250000,0,250000,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"(40, 80]",4
1992,0,0,290000,0,290000,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"(40, 80]",4
1994,0,0,530000,0,530000,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"(40, 80]",4
1994,0,0,400000,0,400000,54,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1994,0,0,160000,0,160000,69,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1991,930000,270000,750000,40000,1980000,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1995,0,0,490000,0,490000,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"(40, 80]",4
1991,0,0,160000,0,160000,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1994,0,0,460000,0,460000,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1993,1610000,510000,800000,70000,2990000,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1992,1420000,510000,2100000,70000,4099999,72,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1993,0,0,350000,0,350000,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1992,0,0,220000,0,220000,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1991,0,0,200000,0,200000,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1992,0,0,460000,0,460000,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1994,0,0,810000,0,810000,94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"(80, 140]",5
1991,320000,50000,250000,10000,630000,133,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1991,500000,140000,520000,20000,1180000,96,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1993,5990000,2150000,2120000,290000,10550000,69,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1992,3540000,1240000,3810000,180000,8760000,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"(80, 140]",5
1995,1650000,610000,1760000,90000,4120000,82,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1991,0,0,230000,0,230000,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1991,1060000,380000,150000,50000,1650000,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
1991,0,0,380000,0,380000,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1993,520000,160000,1290000,30000,2000000,67,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1992,0,0,60000,0,60000,108,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1995,0,0,150000,0,150000,36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"(20, 40]",3
1991,0,0,120000,0,120000,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
1991,0,0,150000,0,150000,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
